颐慧佳园,海淀-定慧寺-彰化南路,116.294228,39.942277,104780,——,216,367,暂无数据,2.35元/平米/月,230000m²,1600户,2005年,1200,1.86,37%(一般),北京泽丰房地产开发有限公司,宾至嘉宁物业有限公司北京分公司,
西钓鱼台庄园,海淀-定慧寺-西八里庄路,116.299365,39.934434,90933,↓8.07%,9,1,暂无数据,4.00元/平米/月,200000m²,910户,1998年,1：1,2,60%(高),北京市御水苑房地产开发有限责任公司,北京西宇嘉业物业管理有限公司,
玲珑花园,海淀-定慧寺-蓝靛厂南路59号,116.29994,39.94452,105667,↑3.32%,162,2,暂无数据,3.88元/平米/月,66000m²,300户,2001年,1
名仕花园,海淀-定慧寺-阜成路,116.300698,39.931024,121071,↑11.34%,3,5,暂无数据,3.00元/平米/月,暂无数据,300户,1998年,200,1,30%(一般),暂无数据,暂无数据,
岭南路26号院,海淀-定慧寺-岭南路26号,116.312086,39.933619,115188,↓4.05%,4,6,暂无数据,0.80元/平米/月,3000m²,500户,1981年,80,2,20%(一般),暂无数据,北京市房管所物业管理公司,海淀实验小学阜成路校区,
科委宿舍,海淀-定慧寺-岭南路30号,116.310421,39.933584,110305,↑0.35%,39,11,公寓,0.60元/平米/月,暂无数据,419户,1990年,小区外或是小区内都可以停车，不收费,2,20%(一般),暂无数据,北京燕科物业管理有限责任公司,海淀实验小学阜成路校区,
阜成路49号院,海淀-定慧寺-阜成路49号,116.313056,39.93065,85292,↑0.09%,8,0,暂无数据,暂无数据,暂无数据,暂无数据,1992年,暂无数据,暂无数据,30%(一般),暂无数据,源拓物业,
马神庙一号院,海淀-定慧寺-西三环北路,116.313047,39.932111,105675,↓2.74%,39,28,暂无数据,1.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,28%(一般),暂无数据,居委会代管,
中塔园,海淀-定慧寺-西三环中路,116.31264,39.927388,99164,↑10.87%,6,37,暂无数据,1.20元/平米/月,1600m²,320户,1986年,80,1.8,20%(一般),中房集团北京金华房地产开发公司,北京燕科物业管理有限责任公司,
阜成路甲52号院,海淀-定慧寺-阜成路甲52号,116.296672,39.928655,83756,↑1.70%,6,4,暂无数据,1.69元/平米/月,1000m²,260户,1999年,100,2.3,20%(一般),北京天鸿房地产开发有限责任公司,北京源拓物业管理有限公司,
北京市农林科学院宿舍,海淀-定慧寺-彰化路甲50号,116.293089,39.951339,91224,↓4.20%,36,31,暂无数据,1.00元/平米/月,25000m²,984户,2001年,500,1,30%(一般),暂无数据,北京侬苑物业,
定慧北里,海淀-定慧寺-阜成路21号,116.288632,39.932073,78903,↓3.25%,185,84,暂无数据,2.85元/平米/月,1000m²,1000户,1995年,地上,1.3,30%(一般),北京城建房地产开发有限公司,北京格兰浩泰物业管理有限公司,
曙光花园望塔园,海淀-定慧寺-彰化路,116.299322,39.947995,93833,↑3.73%,47,26,公寓,1.00元/平米/月,35496m²,1158户,2015年,停车位充足,4.3,30%(一般),北京天鸿宝业房地产股份有限公司,北京曙光物业管理有限公司,
水文社区,海淀-定慧寺-阜成路53号,116.30916,39.931436,91637,↓4.65%,13,10,暂无数据,1.20元/平米/月,3000m²,498户,2000年,50,暂无数据,30%(一般),北京市水文地质勘查院,单位自建自管,
西荣阁,海淀-定慧寺-彰化路138号,116.286349,39.946715,75580,↑27.63%,17,17,暂无数据,4.58元/平米/月,6900m²,114户,2007年,暂无数据,2.1,30%(一般),北京宏业房地产开发有限责任公司,欣荣物业,
玫瑰御园,海淀-定慧寺-蓝靛厂南路,116.299478,39.946077,121530,↓1.56%,127,226,暂无数据,2.95元/平米/月,68500m²,409户,2004年,409,2.4,30%(一般),北京成大房地产开发有限公司,北京均豪物业管理股份有限公司,
定慧西里,海淀-定慧寺-西翠路1号,116.289128,39.928747,81277,↓3.40%,146,157,暂无数据,0.64元/平米/月,300000m²,2000户,1990年,200,2.83,30%(一般),天鸿集团，北京宝晟住房股份有限公司,北京房修一物业管理有限公司,
琨御府,海淀-定慧寺-蓝靛厂南路,116.294129,39.939871,144990,↓1.41%,319,150,暂无数据,4.80元/平米/月,暂无数据,暂无数据,2016年,暂无数据,1.58,50%(高),北京京投兴业置业有限公司,北京戴德梁行物业管理有限公司,
曙光花园水云天,海淀-定慧寺-彰化路7号,116.297937,39.949154,101640,↑0.68%,15,0,暂无数据,1.00元/平米/月,暂无数据,暂无数据,2002年,暂无数据,暂无数据,30%(一般),北京天鸿宝业房地产股份有限公司,北京曙光物业管理有限公司,
曙光花园望福园,海淀-定慧寺-金庄路,116.286876,39.951663,91077,↑1.11%,23,1,暂无数据,1.00元/平米/月,10000m²,276户,2000年,301,暂无数据,30%(一般),北京泰格经济开发公司,北京曙光物业管理有限公司,
农科院家属楼,海淀-定慧寺-农科院西路,116.287885,39.951713,87804,↓17.31%,1,1,暂无数据,0.60元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.1,30%(一般),暂无数据,暂无数据,
恩济庄96号院,海淀-定慧寺-恩济西街,116.291947,39.933079,78507,↑0.16%,18,2,暂无数据,1.10元/平米/月,30000m²,228户,1998年,150元/月,1.3,20%(一般),人民银行开发公司,北京东方大洋物业管理有限责任公司,
国家经贸委内贸部住宅西区,海淀-定慧寺-西八里庄路,116.289054,39.935417,75335,↑1.95%,2,2,暂无数据,2.50元/平米/月,1150000m²,暂无数据,2007年,600,1.2,36%(一般),北京中冠房地产开发有限公司,上海新湖物业,
八里庄路61号院,海淀-定慧寺-西八里庄路61号,116.284031,39.936202,79338,↓1.49%,37,81,暂无数据,1.80元/平米/月,10000m²,300户,2001年,充足,2.1,30%(一般),北京市西城区住宅建设开发公司,北京宏图远达物业管理有限公司,
农科学院宿舍,海淀-定慧寺-曙光花园中路5号,116.29724,39.946597,98156,↓7.28%,2,3,暂无数据,0.80元/平米/月,25000m²,985户,2000年,地上,1.6,30%(一般),暂无数据,北京侬苑物业,
西钓鱼台庄园(别墅),海淀-定慧寺-西八里庄路,116.299401,39.934216,101382,↑1.34%,2,1,暂无数据,0.50元/平米/月,暂无数据,暂无数据,1998年,暂无数据,0.3,60%(高),北京市御水苑房地产开发有限责任公司,北京西宇嘉业物业管理有限公司,
粮食局宿舍,海淀-定慧寺-北洼路83号,116.306367,39.931216,87930,↑10.72%,1,0,暂无数据,暂无数据,暂无数据,暂无数据,1985年,暂无数据,暂无数据,30%(一般),暂无数据,单位自管,
首师大附中宿舍院,海淀-定慧寺-北洼路,116.306995,39.937304,108273,↓5.32%,7,20,暂无数据,1.00元/平米/月,暂无数据,180户,1992年,小区内没有停车位，小区门口有一个地下停车,2,30%(一般),暂无数据,业主自管,
曙光花园智业园,海淀-定慧寺-彰化路7号,116.295575,39.95138,75964,↓9.94%,2,0,公寓,1.00元/平米/月,暂无数据,暂无数据,1997年,暂无数据,4.3,36%(一般),北京天鸿宝业房地产股份有限公司,北京曙光物业管理有限公司,
永安东里(海淀),海淀-定慧寺-西八里庄路,116.287525,39.935103,74658,↑0.21%,18,5,公寓,3.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.7,30%(一般),北京市职工住房开发公司,永安物业管理有限公司,
安装宿舍,海淀-定慧寺-五孔桥33号,116.282745,39.936235,77746,↓1.24%,28,15,暂无数据,0.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,3.1,32%(一般),暂无数据,暂无数据,
又一村,海淀-定慧寺-北洼路29号,116.306537,39.937861,62894,↓36.68%,2,11,暂无数据,1.40元/平米/月,100m²,4422户,1987年,3000,2.5,35%(一般),北京天弘物业开发商,北京方庄物业管理有限公责任公司第三分公司,
恩济庄82号院,海淀-定慧寺-恩济东街,116.289338,39.933401,82642,↑6.86%,5,11,暂无数据,1.20元/平米/月,暂无数据,200户,1998年,车位充足,2.1,15%(低),北京理想产业发展有限公司,业主自管,
万寿路甲十五号院四区,海淀-定慧寺-朱各庄路,116.296521,39.925242,110144,↑1.31%,3,5,暂无数据,2.17元/平米/月,暂无数据,暂无数据,1984年,暂无数据,暂无数据,暂无数据,暂无数据,北京房修一物业管理有限公司,
八里庄路62号院,海淀-定慧寺-八里庄路62号,116.284757,39.93443,83468,↓5.22%,20,15,暂无数据,1.50元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.5,32%(一般),北京京华都房地产开发有限公司,北京正源和美物业服务有限公司,
恩济庄缘,海淀-定慧寺-西八里庄路,116.293354,39.933283,88461,——,0,5,暂无数据,1.13元/平米/月,暂无数据,300户,1998年,充足,2.3,30%(一般),北京理想产业发展公司,北京玉渊谭物业管理集团有限公司第一分公司,
西八里庄社区,海淀-定慧寺-阜成路,116.296719,39.934893,93600,——,0,0,公寓,0.50元/平米/月,10000m²,5200户,1994年,80-100,2.5,30%(一般),西城住宅开发公司,北京华丽楼宇物业管理有限公司,
阜成路66号院,海淀-定慧寺-阜成路66号,116.284817,39.930129,88400,↑10.93%,0,0,暂无数据,1.00元/平米/月,暂无数据,1500户,1992年,随便停车,暂无数据,30%(一般),暂无数据,业主自管,
北洼路44号院,海淀-定慧寺-北洼路44号,116.308325,39.935614,92088,↓5.94%,0,3,暂无数据,0.50元/平米/月,25000m²,185户,1980年,200,2.2,18%(低),天鸿建设集团有限公司,人保物业管理有限公司,
北洼路62号院,海淀-定慧寺-北洼路62号,116.308727,39.933204,91881,——,2,2,暂无数据,1.20元/平米/月,暂无数据,120户,1984年,30,1.5,25%(一般),暂无数据,居委会
西八里庄61号院,海淀-定慧寺-阜成路,116.284073,39.936284,77243,——,0,0,公寓,0.50元/平米/月,10000m²,300户,1988年,地上,3,30%(一般),北京市西城区住宅建设开发公司,北京市西城区住宅建设开发公司,
金庄1号院,海淀-定慧寺-金庄路,116.287521,39.95045,60554,↓5.69%,1,31,普通住宅,1.80元/平米/月,暂无数据,暂无数据,1996年,200,2,28%(一般),暂无数据,北京北新家园物业管理有限公司,
北洼路42号院,海淀-定慧寺-北洼路42号,116.30829,39.936201,91068,↑3.09%,0,4,暂无数据,0.50元/平米/月,暂无数据,150户,1995年,150元/车位/月,2.1,30%(一般),暂无数据,业主自管,
北洼路46号院,海淀-定慧寺-北洼路46号,116.308253,39.935248,90186,↑0.04%,2,3,暂无数据,暂无数据,暂无数据,120户,1993年,40,2.2,30%(一般),暂无数据,业主自管,
正源定慧福里,海淀-定慧寺-西八里庄路,116.278279,39.928301,72354,——,0,0,公寓,2.98元/平米/月,32319m²,546户,2010年,1214,4.2,30%(一般),北京京华都房地产开发有限公司,北京正源和美物业服务有限公司,
国斌家园,海淀-定慧寺-恩济西街32号,116.290728,39.933164,88000,↓0.34%,0,0,暂无数据,2.50元/平米/月,65000m²,200户,2002年,地上150元/月,3.74,30%(一般),北京中实恒业房地产公司,中实物业公司,
阜成路47号院,海淀-定慧寺-阜成路47号,116.313101,39.930446,93010,——,0,0,暂无数据,1.00元/平米/月,暂无数据,150户,2000年,20,暂无数据,30%(一般),暂无数据,业主自管,海淀实验小学阜成路校区,
恩济庄57号院,海淀-定慧寺-西八里庄路,116.294236,39.927356,74137,——,0,0,暂无数据,1.00元/平米/月,100000m²,200户,1998年,30,暂无数据,30%(一般),暂无数据,业主自管,
汇秀轩小区,海淀-定慧寺-玲珑路,116.290171,39.940967,7000,——,0,7,暂无数据,2.10元/平米/月,暂无数据,1356户,1994年,350,2.1,45%(高),北京城建房地产开发有限公司,北京育新物业管理公司,
诺亚新洲,海淀-定慧寺-西八里庄路,116.285081,39.935926,107502,↑2.62%,0,0,暂无数据,2.50元/平米/月,42435m²,596户,2005年,600个，350月一个月,1.71,36%(一般),北京中冠房地产开发有限公司,上海新湖物业,
五福玲珑居,海淀-定慧寺-彰化路,116.292857,39.946425,63265,↑3.16%,1,190,暂无数据,0.50元/平米/月,暂无数据,暂无数据,2012年,暂无数据,0.8,35%(一般),宜昌市力天世纪贸易有限责任公司,北京百思特世纪物业管理有限公司,
西八里庄北里56号院,海淀-定慧寺-阜成路,116.299744,39.934122,103211,——,0,1,公寓,0.50元/平米/月,暂无数据,暂无数据,1990年,暂无数据,暂无数据,暂无数据,北京市御水苑房地产开发有限责任公司,北京西宇嘉业物业管理有限公司,
曙光花园颐天园,海淀-定慧寺-紫竹院路128号,116.285266,39.951141,82550,↓0.90%,0,0,暂无数据,2.50元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.3,30%(一般),北京海开房地产股份有限公司,北京安居物业管理有限公司,
阜成路26号院,海淀-定慧寺-阜成路26号,116.314055,39.928788,82575,↓0.27%,0,1,暂无数据,1.10元/平米/月,暂无数据,暂无数据,1988年,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据,海淀实验小学阜成路校区,
阜成路30号院,海淀-定慧寺-阜成路30号,116.308959,39.929577,92000,↓0.33%,0,3,暂无数据,1.20元/平米/月,暂无数据,暂无数据,1990年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
彰化路17号小区,海淀-定慧寺-彰化路17号,116.287689,39.947781,81225,↓1.90%,0,0,暂无数据,1.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,开发商自建自管,
中裕商务花园,海淀-定慧寺-阜成路42号,116.301251,39.929177,88000,↓0.34%,0,0,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京裕盛物业管理中心,
玲珑天地,海淀-定慧寺-西四环北路,116.282803,39.938154,56321,——,0,0,暂无数据,暂无数据,暂无数据,暂无数据,2012年,暂无数据,2.5,30%(一般),北京金隅大成开发有限公司,北京凯诚信达物业管理有限公司,
阜成路95号院,海淀-定慧寺-阜成路95号,116.298276,39.930931,84578,↓0.25%,10,20,暂无数据,1.00元/平米/月,5300m²,450户,1999年,200,暂无数据,30%(一般),中国建筑开发有限公司,北京康泰物业管理有限责任公司,
岭南路38号院,海淀-定慧寺-岭南路38号,116.308182,39.933869,106928,↑1.93%,13,5,暂无数据,1.80元/平米/月,300m²,160户,1992年,有,1.4,10%(低),中建一局集团房地产开发有限公司,北京顺天诚成物业管理有限公司,海淀实验小学阜成路校区,
亮丽园,海淀-定慧寺-西八里庄路,116.288398,39.934163,91130,↑0.71%,1,12,暂无数据,2.08元/平米/月,30000m²,192户,2007年,地上车位不足,3,30%(一般),北京裕泽房地产开发有限责任公司,北京集兴物业管理有限公司,
金隅大成玲珑天地,海淀-定慧寺-西四环北路160号,116.282803,39.938154,54603,↑12.03%,5,12,暂无数据,3.64元/平米/月,暂无数据,暂无数据,2012年,暂无数据,2.5,30%(一般),北京金隅大成开发有限公司,北京凯诚信达物业管理有限公司,
万寿路甲十五号院五区,海淀-定慧寺-万寿路,116.300248,39.924272,112157,↓4.57%,19,34,暂无数据,2.00元/平米/月,暂无数据,暂无数据,1998年,暂无数据,暂无数据,暂无数据,暂无数据,单位自管,
恩济庄46号院,海淀-定慧寺-恩济庄西街,116.290126,39.938297,69219,↓12.07%,4,11,暂无数据,1.50元/平米/月,800m²,1152户,1998年,20,3,15%(低),北京中成大厦物业开发有限公司,北京锡华世纪物业管理有限公司,
八里庄北里,海淀-定慧寺-玲珑路,116.297861,39.935114,88729,↑0.21%,159,112,暂无数据,0.50元/平米/月,800000m²,6000户,1982年,3500,2.3,40%(高),北京艾维房地产开发有限公司,北京京朝物业管理有限公司,
定慧福里北区,海淀-定慧寺-八里庄路63号,116.283185,39.935488,77655,↓1.13%,59,25,暂无数据,1.50元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.5,32%(一般),北京市安装总公司,北京正源和美物业服务有限公司,
裕泽园,海淀-定慧寺-彰化南路,116.299188,39.942195,115355,↑5.19%,62,40,暂无数据,2.20元/平米/月,暂无数据,暂无数据,2000年,暂无数据,暂无数据,20%(一般),北京裕泽房地产开发有限责任公司,北京首欣物业管理有限责任公司,
西三环北路105号院,海淀-定慧寺-西三环北路105号,116.310062,39.934717,110199,↑0.02%,85,21,暂无数据,1.50元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.8,30%(一般),首师大,首师大单位物业,
曙光花园望山园,海淀-定慧寺-彰化路7号,116.296172,39.949831,96398,↓0.24%,139,204,暂无数据,1.00元/平米/月,660000m²,1360户,1998年,充足,2.21,36%(一般),北京金朝城乡建设开发股份有限公司,北京曙光物业管理有限公司,
曙光花园望河园,海淀-定慧寺-彰化路7号,116.299196,39.949006,87330,↑0.44%,108,26,暂无数据,1.00元/平米/月,170000m²,896户,2004年,890,2.06,30%(一般),北京天鸿宝业房地产股份有限公司,北京曙光物业管理有限公司,
美丽西园,海淀-定慧寺-西四环北路140号,116.282645,39.942465,81181,↓1.59%,94,101,暂无数据,2.28元/平米/月,45000m²,168户,1999年,停车位100个，出租150元/月,1.51,30%(一般),北京泽翼房地产开发有限责任公司,北京银利娜物业管理中心,
诚品建筑,海淀-定慧寺-云会寺路,近紫竹院路,116.283053,39.950972,98395,↓1.55%,137,74,暂无数据,3.50元/平米/月,暂无数据,暂无数据,2003年,暂无数据,暂无数据,暂无数据,北京世博伟业房地产开发有限公司,北京金地物业管理有限责任公司,
