阳光上东,朝阳-酒仙桥-东四环北路6号,116.490294,39.97132,98750,↑0.59%,1782,3603,暂无数据,3.97元/平米/月,718000m²,2483户,2004年,地下3100个，地上60个,2.48,37%(一般),阳光新业地产股份有限公司,赛特国际物业管理有限公司,
芳园里南区,朝阳-酒仙桥-将台路,116.492536,39.978436,61952,↓2.22%,42,53,暂无数据,0.88元/平米/月,暂无数据,暂无数据,2015年,暂无数据,2,20%(一般),七星集团,十二所,兆维集团,业主自管,
东山公寓,朝阳-酒仙桥-东四环北路7号,116.500681,39.959747,110000,↓8.10%,7,10,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3.78,47%(高),北京太合嘉园房地产开发有限责任公司,高丽国际,
亮马水晶,朝阳-酒仙桥-酒仙桥南路9号,116.497284,39.966377,66608,↓3.85%,32,18,公寓,2.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,3.37,31%(一般),北京冠德房地产开发有限责任公司,北京德宏物业管理有限公司,
丽东国际公寓,朝阳-酒仙桥-芳园西路7号,116.487646,39.978856,71186,↓5.32%,12,19,公寓,2.05元/平米/月,暂无数据,暂无数据,2000年,50,7.78,25%(一般),首创金丰易居房地产经纪有限公司,丽东国际物业管理公司,
滨河1号小区,朝阳-酒仙桥-将台东路,116.511897,39.977136,79868,↓15.01%,18,66,暂无数据,4.00元/平米/月,108012m²,473户,2009年,571,1.6,30%(一般),永同昌集团,北京西国贸大物业管理有限公司,
将台路小区,朝阳-酒仙桥-将台路2号,116.492957,39.978276,66219,↓0.19%,1,34,暂无数据,1.20元/平米/月,暂无数据,暂无数据,2001年,暂无数据,1.71,30%(一般),北京城建房地产开发有限公司,北京汉博物业管理有限公司,
飘HOME,朝阳-酒仙桥-将台西路19号,116.494992,39.976819,72036,↓0.88%,210,309,暂无数据,0.89元/平米/月,暂无数据,暂无数据,2004年,暂无数据,暂无数据,35%(一般),北京正华房地产开发有限责任公司,北京仕邦博睿物业管理有限公司,
高家园四区,朝阳-酒仙桥-机场高速,116.488552,39.986167,60637,↓9.76%,26,3,暂无数据,0.50元/平米/月,暂无数据,暂无数据,1985年,暂无数据,暂无数据,30%(一般),暂无数据,高家园物业管理公司,
大山子北里,朝阳-酒仙桥-酒仙侨路,116.493992,39.990981,56446,↑4.04%,56,58,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,
电子城小区,朝阳-酒仙桥-驼房营南路,116.509263,39.971617,57445,↓0.81%,185,271,暂无数据,2.00元/平米/月,35000m²,2000户,2001年,600,2.9,37%(一般),北京城建房地产开发有限公司,北京城建燕远物业管理有限责任公司,
东润枫景(南区),朝阳-酒仙桥-南十里居28号,116.50244,39.960694,56060,↓8.07%,1,4,暂无数据,2.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.8,33%(一般),天鸿房地产开发有限责任公司,北京燕侨物业管理有限责任公司,
嘉林海德大道,朝阳-酒仙桥-将台西路10号,116.4854748835,39.9787988682,62500,↓21.50%,0,0,暂无数据,1.00元/平米/月,91308m²,404户,2001年,369,4.5,30%(一般),嘉裕房地产开发有限公司,美国OAKWOOD物业管理公司,
高家园,朝阳-酒仙桥-芳园西路,116.486701,39.985329,62337,——,0,0,公寓,0.40元/平米/月,350000m²,3070户,1983年,300,暂无数据,30%(一般),电子十二所,业主自管,
南十里居10号院,朝阳-酒仙桥-酒仙桥路,116.50683,39.963393,57230,——,0,8,暂无数据,1.28元/平米/月,暂无数据,260户,1980年,免费,1.8,25%(一般),北京广播电视台,东风物业管理有限公司,
蒋府家园,朝阳-酒仙桥-驼房营路,116.511748,39.982359,67500,↑3.17%,0,3,暂无数据,0.50元/平米/月,600000m²,3560户,2003年,105000平方米,暂无数据,25%(一般),北京将台房地产开发有限公司,燕京都物业管理公司,
酒仙桥北路5号院,朝阳-酒仙桥-酒仙桥北路,116.509776,39.995559,49375,↓2.81%,0,0,暂无数据,1.60元/平米/月,暂无数据,1000户,1995年,路边停车,2.6,33%(一般),北京电子城有限责任公司,业主自管,
酒仙桥七街坊,朝阳-酒仙桥-酒仙桥路,116.499573,39.969208,46666,↓7.38%,0,2,暂无数据,暂无数据,4000000m²,700户,2015年,充足,1.5,20%(一般),暂无数据,无,
荧屏里,朝阳-酒仙桥-酒仙桥北路,116.497432,39.994815,61000,↑12.45%,0,12,暂无数据,暂无数据,160000m²,暂无数据,2000年,暂无数据,3.6,30%(一般),暂无数据,无,
酒仙桥五街坊,朝阳-酒仙桥-酒仙桥南路,116.506339,39.971655,57024,——,0,21,暂无数据,暂无数据,50000m²,860户,2001年,150元/车位/月,2,30%(一般),暂无数据,无,
酒仙桥路11号院,朝阳-酒仙桥-酒仙桥路,116.495687,39.985884,65620,——,0,5,暂无数据,暂无数据,暂无数据,暂无数据,1996年,暂无数据,2.6,25%(一般),北京电子城有限责任公司,无,
新华联丽港(商住楼),朝阳-酒仙桥-酒仙桥中路26号,116.499183,39.981806,53333,↑0.33%,0,0,暂无数据,2.00元/平米/月,74634m²,600户,2008年,422个，地上376个,3.2,30%(一般),新华联集团,北京悦豪物业管理有限公司,
将台路5号院,朝阳-酒仙桥-将台路5号,116.50496,39.978966,62000,↓0.48%,0,4,暂无数据,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,31%(一般),暂无数据,暂无数据,
万红里甲31号院,朝阳-酒仙桥-万红路,116.50208,39.986761,61000,↓0.49%,0,0,暂无数据,暂无数据,暂无数据,暂无数据,1995年,暂无数据,2.35,45%(高),酒仙桥第十一研究所,无,
酒仙桥路7号院,朝阳-酒仙桥-酒仙桥路,116.495357,39.989462,60500,↓0.49%,0,17,暂无数据,暂无数据,暂无数据,暂无数据,1982年,暂无数据,1.5,30%(一般),阳光股份.首创物业,暂无数据,
酒仙桥中路24号院,朝阳-酒仙桥-酒仙桥中路24号,116.500365,39.981528,44666,——,0,0,暂无数据,1.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
酒仙桥中路3号院,朝阳-酒仙桥-酒仙桥中路3号,116.501618,39.981343,64814,↑6.99%,0,3,暂无数据,暂无数据,暂无数据,暂无数据,1993年,暂无数据,暂无数据,20%(一般),暂无数据,无,
朝阳新街坊,朝阳-酒仙桥-朝阳新街,116.56267,39.957086,41756,——,0,0,公寓,1.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
八街坊小区,朝阳-酒仙桥-酒仙桥街,116.502226,39.967469,60000,↑5.36%,0,0,暂无数据,1.50元/平米/月,40000m²,300户,1980年,60,2.5,30%(一般),暂无数据,业主自管,
怡思苑,朝阳-酒仙桥-酒仙桥路,116.498079,39.963974,61000,↑7.27%,0,5,暂无数据,暂无数据,150000m²,1750户,2000年,80元/车位/月,暂无数据,40%(高),暂无数据,东风物业管理有限公司,
酒仙桥六街坊,朝阳-酒仙桥-酒仙桥路,116.496909,39.970755,37572,——,0,14,暂无数据,暂无数据,50000m²,300户,1980年,260,1.1,30%(一般),暂无数据,无,
酒仙桥南路4号院,朝阳-酒仙桥-酒仙桥南路4号,116.509279,39.970249,50077,——,0,21,暂无数据,暂无数据,暂无数据,2500户,2002年,1000,2,20%(一般),电子城科技园,无,
晨谷花园,朝阳-酒仙桥-将台路,116.51084,39.979254,50650,↓3.15%,0,0,暂无数据,3.20元/平米/月,暂无数据,暂无数据,2015年,暂无数据,暂无数据,40%(高),北京晨谷苑房地产开发有限公司,暂无数据,
小陈各庄,朝阳-酒仙桥-酒仙桥路,116.497329,39.977288,120000,↓0.25%,0,0,暂无数据,0.50元/平米/月,暂无数据,暂无数据,2015年,暂无数据,暂无数据,暂无数据,北京育龙房地产开发有限责任公司,暂无数据,
丽都社区,朝阳-酒仙桥-芳园南街,116.488104,39.971857,84320,——,0,0,暂无数据,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据,
东方之子,朝阳-酒仙桥-芳园西路1号,116.489897,39.980707,27777,——,0,3,暂无数据,1.50元/平米/月,暂无数据,暂无数据,2015年,暂无数据,3.45,31%(一般),和乔集团,北京和乔物业管理有限公司,
燕沙后,朝阳-酒仙桥-酒仙桥路,116.506634,39.965105,77118,——,0,0,暂无数据,暂无数据,暂无数据,暂无数据,2001年,暂无数据,暂无数据,38%(一般),北京市利达汇通房地产开发公司,暂无数据,
南十里居16号院,朝阳-酒仙桥-酒仙桥路,116.505704,39.958616,62500,↓0.48%,0,1,暂无数据,5.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
飘HOME,朝阳-酒仙桥-将台西路19号,116.494443,39.976513,78563,↑0.64%,0,0,暂无数据,2.50元/平米/月,暂无数据,暂无数据,2004年,暂无数据,4.5,38%(一般),北京正华房地产开发有限责任公司,暂无数据,
兆维小区,朝阳-酒仙桥-驼房营南路,116.509909,39.9673,57025,↓4.64%,0,7,暂无数据,暂无数据,暂无数据,暂无数据,2000年,暂无数据,3,30%(一般),兆维集团,兆维物业,
丽都10号,朝阳-酒仙桥-将台西路10号,116.4857538835,39.9787698682,53200,↑2.31%,0,1,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
酒仙桥十一街坊小区,朝阳-酒仙桥-红霞路,116.497745,39.967794,62541,↓4.26%,8,26,普通住宅,暂无数据,暂无数据,暂无数据,1980年,300,1.5,20%(一般),电子管厂,无,
高家园二区,朝阳-酒仙桥-芳园西路,116.491534,39.984411,65189,↓3.44%,22,5,暂无数据,0.50元/平米/月,暂无数据,暂无数据,1985年,暂无数据,暂无数据,30%(一般),暂无数据,高家园物业管理公司,
芳园南里,朝阳-酒仙桥-将台西路,116.493265,39.976216,65318,↓0.46%,20,55,暂无数据,0.58元/平米/月,400000m²,4537户,2000年,400,2.1,20%(一般),七星集团,十二所,兆维集团,街道办事处,
酒仙桥八街坊,朝阳-酒仙桥-酒仙桥南路,116.502226,39.967469,60015,↑4.08%,5,15,暂无数据,0.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.5,10%(低),暂无数据,暂无数据,
高家园五区,朝阳-酒仙桥-万红西街,116.493736,39.98551,58398,↓7.63%,19,8,暂无数据,0.50元/平米/月,暂无数据,暂无数据,1984年,暂无数据,暂无数据,30%(一般),暂无数据,高家园物业管理有限公司,
丽都东方国际公寓,朝阳-酒仙桥-芳园西路7号,116.48757,39.978901,55748,↓1.11%,8,2,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
星城国际,朝阳-酒仙桥-酒仙桥路甲10号,116.497698,39.985712,60092,↓1.94%,122,32,暂无数据,5.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京星城置业有限公司,暂无数据,
芳园里北区,朝阳-酒仙桥-将台路,116.494856,39.98025,65971,↑0.26%,161,125,暂无数据,暂无数据,400000m²,5347户,2015年,460,2,20%(一般),北京宝晟住房股份有限公司,无,
燕莎后,朝阳-酒仙桥-酒仙桥路,116.506581,39.965073,81573,↓1.83%,148,337,暂无数据,2.80元/平米/月,114889m²,793户,2004年,地上150个，地下450个,2.5,33%(一般),北京天鸿房地产开发有限责任公司,北京燕侨物业管理有限公司,
和乔丽晶,朝阳-酒仙桥-芳园西路,116.489974,39.981266,88116,↑3.36%,141,398,暂无数据,1.50元/平米/月,300000m²,350户,2000年,1
瞰都,朝阳-酒仙桥-东四环北路10号,116.492882,39.967185,80799,↓0.16%,160,392,暂无数据,3.50元/平米/月,118477m²,1195户,2015年,225地上，390个地下,2.66,34%(一般),北京永同昌京都房地产有限公司,北京普瑞特物业管理有限公司,
风景线,朝阳-酒仙桥-将台西路,116.488785,39.977309,59419,↑0.10%,114,191,暂无数据,0.88元/平米/月,60000m²,1500户,1999年,400,3.5,33%(一般),北京丽景房地产开发有限公司,北京瑞诚物业管理有限公司,
东山墅,朝阳-酒仙桥-东四环北路7号,116.499449,39.956673,148599,↑0.54%,416,209,暂无数据,10.00元/平米/月,218600m²,155户,2000年,每户赠送1个至2个,0.32,60%(高),北京太合嘉园房地产开发有限责任公司,北京达文物业管理有限公司,
银河湾,朝阳-酒仙桥-万西红街9号,116.492251,39.986017,100536,↓2.06%,510,403,暂无数据,3.68元/平米/月,140000m²,1200户,2010年,1200个
酒仙桥二街坊,朝阳-酒仙桥-酒仙侨南路,116.502427,39.970155,59807,↓0.32%,1,13,暂无数据,暂无数据,40000m²,300户,2000年,300,1.8,30%(一般),暂无数据,无,
银湖别墅,朝阳-酒仙桥-首都机场路,116.505979,40.000152,137946,↓9.18%,14,0,暂无数据,9.20元/平米/月,29000m²,30户,1998年,免费,暂无数据,60%(高),北京中银建置业有限公司,第一太平洋戴维斯,
酒仙桥十街坊小区,朝阳-酒仙桥-红霞中路,116.495311,39.969294,57779,↓5.80%,5,43,暂无数据,暂无数据,135600m²,1400户,1980年,200,1.8,41%(高),暂无数据,业主自管,
