远洋天地,朝阳-八里庄-八里庄西里1号,116.499492,39.919415,78519,↓2.26%,525,462,暂无数据,2.30元/平米/月,700000m²,3300户,2003年,1：0.7,3.2,32%(一般),中远房地产开发有限公司,北京远洋基业物业管理有限公司,芳草地国际学校远洋小学,
朝阳嘉园,朝阳-八里庄-十里堡路,116.511968,39.923261,25530,↑0.03%,0,0,公寓,1.86元/平米/月,130000m²,384户,2004年,1
爱这城三期,朝阳-八里庄-十里堡乙2号,116.512228,39.920653,80477,↓3.43%,158,39,公寓,3.20元/平米/月,暂无数据,暂无数据,2008年,暂无数据,2.8,32%(一般),北京首创新资置业有限公司,北京金网络物业管理公司,
十里堡东里,朝阳-八里庄-朝阳路,116.514538,39.924289,61524,↓1.93%,48,135,暂无数据,0.50元/平米/月,200000m²,1050户,1984年,500,2.92,40%(高),京棉建设工程,无,
甘露西园,朝阳-八里庄-青年路,116.514386,39.920916,54520,↓2.58%,1,17,暂无数据,1.62元/平米/月,100000m²,572户,2005年,565,2.6,30%(一般),首开控股（集团）有限公司,北京和家安物业管理有限公司,
晨曦园,朝阳-八里庄-八里庄路,116.500493,39.924402,52960,↓0.06%,14,37,暂无数据,1.23元/平米/月,400000m²,2000户,2000年,1500,2.8,30%(一般),北京市长地房地产开发建设服奶责任公司,北京燕晨物业管理中心,
八里庄南里小区,朝阳-八里庄-朝阳北路138号,116.502877,39.92872,66979,↓2.55%,89,81,暂无数据,2.00元/平米/月,60000m²,2295户,1990年,充足,2.83,30%(一般),北京市京朝建设开发公司,北京京朝物业管理有限公司,
都会华庭,朝阳-八里庄-十里堡甲3号,116.509016,39.920443,68941,↑1.16%,199,227,暂无数据,2.66元/平米/月,300000m²,800户,2001年,450,2,42%(高),北京京港物业发展有限公司,北京鼎铭物业管理有限公司,
碧水星阁,朝阳-八里庄-朝阳北路,116.504424,39.9279,68682,↓0.13%,5,12,暂无数据,1.78元/平米/月,44460m²,302户,2004年,1
十里堡北里,朝阳-八里庄-朝阳北路,116.512545,39.928051,63823,↓0.15%,240,208,暂无数据,暂无数据,暂无数据,暂无数据,1995年,地上车位150/月,2,25%(一般),保利(北京)房地产开发有限公司,北京居实物业管理有限公司,
新华联丽景,朝阳-八里庄-十里堡路,116.510907,39.927194,79268,↑0.19%,94,20,暂无数据,4.20元/平米/月,130000m²,438户,2006年,地上360元,2.1,60%(高),北京新华联伟业房地产有限公司,北京悦豪物业管理有限公司,
东恒时代(三期),朝阳-八里庄-十里堡甲3号,116.508293,39.918187,73763,↓4.97%,116,190,暂无数据,2.80元/平米/月,113781m²,904户,2006年,452,2.9,32%(一般),北京方恒房地产开发有限公司,北京华泰隆安物业管理有限公司,
海华堂,朝阳-八里庄-朝阳路,116.509094,39.925133,65819,——,35,101,暂无数据,1.99元/平米/月,68000m²,1130户,2008年,地上150；地下400,2.72,35%(一般),北京方晟房地产开发有限公司,北京银地物业管理有限公司,
凯德锦绣,朝阳-八里庄-慈云寺北里207号,116.498047,39.923615,97299,↓0.38%,229,262,公寓,4.80元/平米/月,130000m²,798户,2000年,689,2.55,25%(一般),北京恒世同方房地产开发有限公司,深圳市莲花物业管理有限公司北京分公司,
慈云寺北里,朝阳-八里庄-朝阳路,116.501298,39.924221,57296,↓9.08%,53,220,暂无数据,0.80元/平米/月,暂无数据,12户,2008年,145,1.6,30%(一般),北京方晟房地产开发有限公司,北京安康物业管理中心,
东恒时代(二期),朝阳-八里庄-八里庄东里甲2号,116.505613,39.91823,91942,↓0.26%,371,548,暂无数据,3.38元/平米/月,280000m²,904户,2002年,1.5
京棉新城,朝阳-八里庄-朝阳路,116.510863,39.92559,61153,↓0.55%,245,331,暂无数据,1.35元/平米/月,1220000m²,12000户,2005年,充足,2.8,35%(一般),北京方晟房地产开发有限责任公司,北京亿鑫物业管理有限责任公司,
